Player,pcode,IP,Outs,H,HR,BB,HBP,SO,FIP,K/9,BB/9
여건욱,79825,23.0,69,35,2,8,1,24,3.42,9.39,3.13
김상수,76430,47.0,141,50,3,28,2,59,3.43,11.3,5.36
윤규진,73750,4.0,12,6,0,1,0,1,3.45,2.25,2.25
톰슨,69550,61.0,183,54,4,23,5,60,3.46,8.85,3.39
배민서,69974,3.0,9,7,0,0,1,1,3.53,3.0,0.0
정영일,62056,36.0,108,32,1,22,1,35,3.53,8.75,5.5
박세웅,64021,57.0,171,66,3,23,0,44,3.55,6.95,3.63
신재영,62937,27.0,81,34,1,9,4,21,3.57,7.0,3.0
레일리,65546,175.0,525,191,10,65,8,140,3.59,7.2,3.34
손승락,75321,42.0,126,55,3,19,3,44,3.6,9.43,4.07
안영명,73738,42.0,126,82,5,13,3,48,3.6,10.29,2.79
구창모,65933,104.0,312,85,10,41,6,114,3.61,9.87,3.55
이재학,60263,123.0,369,133,6,43,9,91,3.62,6.66,3.15
이태양,60768,55.0,165,74,8,13,3,64,3.64,10.47,2.13
하준호,78517,6.0,18,4,1,4,0,11,3.7,16.5,6.0
박준표,63638,42.0,126,42,4,6,4,30,3.72,6.43,1.29
이민우,65616,57.0,171,74,4,26,4,56,3.73,8.84,4.11
김동준,62360,63.0,189,77,5,23,0,50,3.74,7.14,3.29
루친스키,69940,176.0,528,164,13,45,11,119,3.76,6.09,2.3
윤명준,62242,50.0,150,63,3,20,3,40,3.76,7.2,3.6
박진우,63991,134.0,402,137,9,29,19,92,3.77,6.18,1.95
김경태,60757,7.0,21,14,0,8,0,10,3.77,12.86,10.29
배제성,65516,126.0,378,132,6,56,3,91,3.78,6.5,4.0
알칸타라,69045,168.0,504,189,15,27,8,100,3.8,5.36,1.45
최채흥,68419,103.0,309,127,10,36,1,89,3.81,7.78,3.15
이영하,66291,161.0,483,148,5,61,10,90,3.81,5.03,3.41
정우영,69159,53.0,159,57,2,20,8,38,3.84,6.45,3.4
김주한,66859,11.0,33,12,0,7,2,10,3.84,8.18,5.73
장민재,79764,113.0,339,150,14,27,6,103,3.86,8.2,2.15
다익손,69861,145.0,435,164,15,40,6,117,3.88,7.26,2.48
유희관,79229,162.0,486,171,8,42,3,64,3.89,3.56,2.33
김대현,66145,56.0,168,63,2,27,4,40,3.9,6.43,4.34
김대유,60337,21.0,63,21,1,12,4,23,3.91,9.86,5.14
안우진,68341,86.0,258,97,8,36,3,80,3.91,8.37,3.77
배재환,64995,42.0,126,49,3,31,7,61,3.94,13.07,6.64
박시영,60559,51.0,153,51,5,27,4,60,3.95,10.59,4.76
주권,65060,59.0,177,64,7,14,2,47,3.96,7.17,2.14
채드벨,69748,174.0,522,169,14,63,10,134,3.96,6.93,3.26
소사,62698,92.0,276,85,15,23,2,96,4.05,9.39,2.25
윌랜드,69656,162.0,486,191,17,59,5,137,4.06,7.61,3.28
강윤구,79358,43.0,129,55,4,24,4,49,4.08,10.26,5.02
박민호,64893,40.0,120,49,2,14,4,22,4.1,4.95,3.15
터너,69640,150.0,450,179,12,58,17,121,4.13,7.26,3.48
차우찬,76455,164.0,492,181,16,59,5,124,4.13,6.8,3.24
신재웅,75138,19.0,57,14,1,10,1,14,4.15,6.63,4.74
최성영,66920,74.0,222,79,3,49,3,62,4.16,7.54,5.96
장시환,77318,122.0,366,147,12,58,2,109,4.17,8.04,4.28
버틀러,69934,72.0,216,78,6,28,2,49,4.17,6.12,3.5
이준영,65665,38.0,114,64,3,26,2,43,4.17,10.18,6.16
이용찬,77211,147.0,441,168,15,45,6,102,4.18,6.24,2.76
심수창,74167,10.0,30,17,1,7,0,12,4.2,10.8,6.3
민태호,78366,4.0,12,12,1,1,0,6,4.2,13.5,2.25
박진형,63512,31.0,93,40,6,11,0,40,4.2,11.61,3.19
이종혁,67066,4.0,12,6,0,3,1,4,4.2,9.0,6.75
장지훈,67443,12.0,36,22,0,11,1,12,4.2,9.0,8.25
Unknown,66444,3.0,9,2,0,3,0,3,4.2,9.0,9.0
서균,64759,3.0,9,10,0,3,0,3,4.2,9.0,9.0
이승호,67603,122.0,366,134,10,51,1,82,4.2,6.05,3.76
임기준,60634,24.0,72,32,1,16,4,24,4.24,9.0,6.0
쿠에바스,69032,182.0,546,153,18,63,12,135,4.24,6.68,3.12
이현호,61214,39.0,117,51,2,19,1,22,4.28,5.08,4.38
차명진,64615,32.0,96,35,1,18,2,19,4.29,5.34,5.06
임준섭,62611,43.0,129,56,1,28,1,26,4.32,5.44,5.86
고영창,63628,42.0,126,63,2,14,8,22,4.34,4.71,3.0
김선기,66018,27.0,81,27,2,9,4,17,4.35,5.67,3.0
우규민,73117,51.0,153,58,7,10,6,40,4.36,7.06,1.76
문광은,60845,25.0,75,35,3,13,1,26,4.36,9.36,4.68
박종훈,60841,141.0,423,157,12,59,13,100,4.42,6.38,3.77
배재준,63145,60.0,180,61,3,33,8,44,4.43,6.6,4.95
최지광,67421,54.0,162,64,4,40,5,60,4.44,10.0,6.67
진명호,79545,46.0,138,56,4,35,1,51,4.46,9.98,6.85
권혁,72447,19.0,57,36,3,7,2,21,4.46,9.95,3.32
김건국,76225,58.0,174,73,5,27,6,43,4.54,6.67,4.19
고효준,72523,37.0,111,58,6,36,3,72,4.58,17.51,8.76
박희수,76858,24.0,72,29,1,13,3,14,4.58,5.25,4.88
백승건,69839,17.0,51,16,1,12,1,14,4.61,7.41,6.35
원태인,69446,108.0,324,119,12,39,5,68,4.61,5.67,3.25
김원중,62528,99.0,297,127,13,47,6,93,4.63,8.45,4.27
차재용,65509,7.0,21,9,0,8,0,7,4.63,9.0,10.29
박치국,67266,36.0,108,64,5,14,5,35,4.64,8.75,3.5
손동현,69041,42.0,126,51,2,31,0,29,4.65,6.21,6.64
문승원,62869,142.0,426,130,23,33,3,99,4.67,6.27,2.09
김민우,65764,63.0,189,80,6,30,6,46,4.69,6.57,4.29
김건태,60339,41.0,123,49,5,16,4,32,4.69,7.02,3.51
송승준,77591,12.0,36,16,2,6,0,13,4.7,9.75,4.5
김민수,65048,76.0,228,87,10,30,2,56,4.7,6.63,3.55
김진영,67737,24.0,72,27,1,16,1,14,4.7,5.25,6.0
하준영,68639,37.0,111,59,5,31,0,51,4.71,12.41,7.54
조무근,65067,9.0,27,6,0,5,3,5,4.76,5.0,5.0
유원상,76757,18.0,54,21,2,9,1,14,4.76,7.0,4.5
김민,68043,148.0,444,175,16,65,4,91,4.77,5.53,3.95
윤성환,74454,141.0,423,168,14,50,7,65,4.78,4.15,3.19
백정현,77446,151.0,453,158,17,56,6,82,4.81,4.89,3.34
이형범,62951,46.0,138,57,4,19,9,31,4.81,6.07,3.72
임창민,78352,12.0,36,14,1,8,1,10,4.87,7.5,6.0
맥과이어,69413,110.0,330,119,13,66,6,100,4.88,8.18,5.4
김진성,75867,35.0,105,39,6,15,2,35,4.89,9.0,3.86
임기영,62754,47.0,141,67,7,19,2,37,4.9,7.09,3.64
장필준,77927,54.0,162,64,7,33,3,53,4.92,8.83,5.5
임찬규,61101,84.0,252,84,10,46,7,72,4.93,7.71,4.93
이우석,65964,4.0,12,7,0,5,0,4,4.95,9.0,11.25
서준원,69539,85.0,255,106,9,37,11,56,4.95,5.93,3.92
김성훈,67762,20.0,60,24,3,15,1,26,4.95,11.7,6.75
김영규,68900,62.0,186,82,7,31,6,46,4.97,6.68,4.5
류제국,63111,52.0,156,57,5,26,4,31,4.99,5.37,4.5
김택형,65343,20.0,60,20,1,23,3,27,5.05,12.15,10.35
김이환,69745,35.0,105,42,2,21,2,15,5.06,3.86,5.4
이대은,67008,78.0,234,89,10,39,6,59,5.08,6.81,4.5
정인욱,79440,18.0,54,24,1,15,2,15,5.09,7.5,7.5
황인준,65618,10.0,30,14,2,5,0,11,5.1,9.9,4.5
이우찬,61145,83.0,249,78,5,66,4,58,5.12,6.29,7.16
정성곤,65058,43.0,129,64,7,22,2,40,5.13,8.37,4.6
배영수,70425,38.0,114,50,4,11,3,10,5.15,2.37,2.61
금민철,75258,55.0,165,66,5,25,7,26,5.18,4.25,4.09
박상원,67703,43.0,129,52,5,28,5,39,5.2,8.16,5.86
홍건희,61643,77.0,231,112,12,33,3,52,5.28,6.08,3.86
송은범,73801,40.0,120,80,6,23,3,36,5.3,8.1,5.17
박진태,67646,8.0,24,10,0,6,3,5,5.33,5.62,6.75
구승민,63543,24.0,72,45,5,21,3,43,5.33,16.12,7.88
권오준,99445,37.0,111,49,7,12,2,26,5.39,6.32,2.92
최충연,66451,30.0,90,44,2,38,3,41,5.43,12.3,11.4
임지섭,64155,4.0,12,5,0,8,1,9,5.45,20.25,18.0
장현식,63950,44.0,132,58,9,23,4,49,5.47,10.02,4.7
함덕주,63248,38.0,114,39,6,34,1,48,5.49,11.37,8.05
김대우,61365,52.0,156,61,11,16,5,40,5.62,6.92,2.77
김승현,66492,9.0,27,11,0,9,1,4,5.64,4.0,9.0
이민호,62929,9.0,27,14,0,9,1,4,5.64,4.0,9.0
박정배,75250,18.0,54,29,4,2,2,9,5.76,4.5,1.0
문동욱,64554,14.0,42,36,3,4,3,12,5.77,7.71,2.57
김범수,65769,90.0,270,115,15,61,10,85,5.84,8.5,6.1
정성종,68556,42.0,126,63,6,23,4,23,5.89,4.93,4.93
신정락,60140,33.0,99,48,6,21,6,35,5.9,9.55,5.73
박정수,65639,4.0,12,10,0,4,1,2,5.95,4.5,9.0
조근종,63104,8.0,24,15,1,5,2,6,5.95,6.75,5.62
김윤동,62648,8.0,24,12,1,11,0,12,5.95,13.5,12.38
김재영,66741,7.0,21,14,1,3,2,4,6.06,5.14,3.86
장지수,69645,14.0,42,23,2,7,2,6,6.13,3.86,4.5
장원삼,76355,13.0,39,20,3,3,2,7,6.28,4.85,2.08
이승진,64805,16.0,48,21,3,13,0,14,6.33,7.88,7.31
조영우,64768,11.0,33,19,3,4,0,8,6.38,6.55,3.27
최동환,79140,20.0,60,25,4,10,3,13,6.45,5.85,4.5
김시현,67467,14.0,42,16,3,8,1,10,6.49,6.43,5.14
김기훈,69620,76.0,228,64,11,65,9,49,6.71,5.8,7.7
홍상삼,78247,5.0,15,5,1,4,1,5,6.8,9.0,7.2
이인복,64565,10.0,30,29,2,8,0,7,6.8,6.3,7.2
김세현,76350,6.0,18,11,0,9,2,5,7.03,7.5,13.5
윤지웅,61329,9.0,27,14,3,4,1,9,7.2,9.0,4.0
박윤철,69762,27.0,81,22,4,30,3,21,7.24,7.0,10.0
엄상백,65056,27.0,81,40,6,24,0,20,7.27,6.67,8.0
이정현,67048,11.0,33,12,3,8,0,9,7.29,7.36,6.55
양승철,69646,15.0,45,23,3,15,0,11,7.33,6.6,9.0
김윤수,68403,9.0,27,10,2,10,0,9,7.42,9.0,10.0
박주홍,68703,29.0,87,51,8,24,2,27,7.61,8.38,7.45
김종수,63765,22.0,66,30,4,33,1,28,7.65,11.45,13.5
윤강민,63936,6.0,18,12,1,6,2,5,7.7,7.5,9.0
송창현,63791,12.0,36,15,4,4,0,5,7.7,3.75,3.0
노성호,62920,3.0,9,8,1,1,0,1,7.87,3.0,3.0
강정현,69158,10.0,30,9,3,6,2,8,7.9,7.2,5.4
정수민,66960,8.0,24,17,1,10,1,4,7.95,4.5,11.25
강동연,61295,4.0,12,8,2,0,0,3,8.2,6.75,0.0
홍성무,65042,11.0,33,16,3,11,1,10,8.2,8.18,9.0
Unknown,67604,8.0,24,14,1,9,2,3,8.2,3.38,10.12
오석주,67116,5.0,15,6,2,3,0,4,8.6,7.2,5.4
황영국,64760,3.0,9,8,2,1,0,6,8.87,18.0,3.0
채병용,71845,3.0,9,7,1,3,1,3,9.53,9.0,9.0
유원석,63103,3.0,9,2,1,5,0,4,9.87,12.0,15.0
박주성,69328,4.0,12,7,1,6,0,1,10.45,2.25,13.5
홍정우,65496,5.0,15,10,2,4,1,2,10.6,3.6,7.2
박근홍,74630,12.0,36,15,5,15,1,11,10.78,8.25,11.25
오현택,79293,9.0,27,15,6,2,1,8,11.09,8.0,2.0
이상동,69054,4.0,12,10,2,2,1,0,11.95,0.0,4.5
유승철,67640,3.0,9,4,2,2,2,5,12.53,15.0,6.0
윤길현,72862,3.0,9,17,2,4,2,5,14.53,15.0,12.0
